,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
35800,212026214,3201,,PROPERTY - LOST/ MISSING,D4,172,0,4/23/21 16:07,2021,4,Friday,16,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
35803,212026209,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,4/23/21 15:17,2021,4,Friday,15,,"COLUMBUS AVE & CLAREMONT PARK
BOSTON  MA 02118
UNI",42.34164598,-71.08049906,"(42.3416459845354, -71.0804990597208)"
35828,212026181,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,172,0,3/19/21 0:00,2021,3,Friday,0,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
35835,212026173,3115,,INVESTIGATE PERSON,D4,170,0,4/23/21 11:45,2021,4,Friday,11,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
35844,212026161,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,172,0,3/18/21 0:00,2021,3,Thursday,0,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
35848,212026157,3006,,SICK/INJURED/MEDICAL - PERSON,D4,270,0,4/23/21 10:07,2021,4,Friday,10,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
35933,212026053,3501,,MISSING PERSON,D4,273,0,4/22/21 15:45,2021,4,Thursday,15,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
35982,212025989,3114,,INVESTIGATE PROPERTY,D4,147,0,4/22/21 15:55,2021,4,Thursday,15,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)"
35990,212025977,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,156,0,4/22/21 15:06,2021,4,Thursday,15,,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.3382886564083, -71.0790847633429)"
36009,212025939,3001,,DEATH INVESTIGATION,D4,179,0,4/22/21 13:38,2021,4,Thursday,13,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
36037,212025909,613,,LARCENY SHOPLIFTING,D4,270,0,4/22/21 12:14,2021,4,Thursday,12,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
36056,212025885,3207,,PROPERTY - FOUND,D4,170,0,4/22/21 10:20,2021,4,Thursday,10,,WORCESTER SQ,42.33677663,-71.07464452,"(42.336776633288, -71.0746445236263)"
36069,212025871,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/22/21 9:40,2021,4,Thursday,9,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
36111,212025807,3301,,VERBAL DISPUTE,D4,270,0,4/21/21 19:17,2021,4,Wednesday,19,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
36147,212025760,3006,,SICK/INJURED/MEDICAL - PERSON,D4,172,0,4/21/21 16:22,2021,4,Wednesday,16,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
36177,212025719,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,270,0,4/21/21 13:38,2021,4,Wednesday,13,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
36268,212025597,3502,,MISSING PERSON - LOCATED,D4,273,0,4/20/21 22:31,2021,4,Tuesday,22,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
36303,212025548,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,4/20/21 18:19,2021,4,Tuesday,18,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
36330,212025516,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,270,0,4/20/21 16:30,2021,4,Tuesday,16,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
36426,212025382,801,,ASSAULT - SIMPLE,C6,171,0,4/20/21 0:11,2021,4,Tuesday,0,,E EIGHTH ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
36432,212025376,3114,,INVESTIGATE PROPERTY,D4,155,0,4/20/21 0:21,2021,4,Tuesday,0,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)"
36460,212025335,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,270,0,4/19/21 20:48,2021,4,Monday,20,,"HARRISON AVE & NORTHAMPTON ST
ROXBURY  MA 02118
UN",42.33444896,-71.07574199,"(42.3344489567874, -71.0757419942735)"
36508,212025276,3503,,MISSING PERSON - NOT REPORTED - LOCATED,D4,594,0,4/19/21 17:06,2021,4,Monday,17,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
36509,212025275,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,179,0,4/19/21 17:07,2021,4,Monday,17,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
36512,212025271,3006,,SICK/INJURED/MEDICAL - PERSON,D4,171,0,4/19/21 17:13,2021,4,Monday,17,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
36534,212025246,613,,LARCENY SHOPLIFTING,D4,270,0,4/19/21 14:34,2021,4,Monday,14,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
36562,212025202,3301,,VERBAL DISPUTE,D4,271,0,4/18/21 10:21,2021,4,Sunday,10,,REED ST,42.33472387,-71.07660307,"(42.3347238743837, -71.0766030745719)"
36603,212025147,301,,ROBBERY,D4,270,0,4/19/21 8:25,2021,4,Monday,8,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
36635,212025107,3005,,SICK ASSIST,D4,273,0,4/18/21 21:40,2021,4,Sunday,21,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
36697,212025030,3301,,VERBAL DISPUTE,D4,147,0,4/18/21 17:03,2021,4,Sunday,17,,"COLUMBUS AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.34064797,-71.08174797,"(42.340647968512, -71.0817479739454)"
36710,212025011,3110,,SERVICE TO OTHER AGENCY,D4,172,0,4/18/21 14:21,2021,4,Sunday,14,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
36754,212024955,3005,,SICK ASSIST,D4,594,0,4/18/21 10:45,2021,4,Sunday,10,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)"
36836,212024842,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4,170,0,4/17/21 19:54,2021,4,Saturday,19,,MASSACHUSETTS AVE,42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)"
36860,212024806,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,4/5/21 10:00,2021,4,Monday,10,,CAMDEN ST,42.339306,-71.083311,"(42.3393060003329, -71.0833109997905)"
36908,212024739,520,,BURGLARY - RESIDENTIAL,D4,157,0,4/17/21 2:30,2021,4,Saturday,2,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
36913,212024730,619,,LARCENY ALL OTHERS,D4,157,0,4/17/21 9:28,2021,4,Saturday,9,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
36917,212024725,3114,,INVESTIGATE PROPERTY,D4,284,0,4/17/21 9:57,2021,4,Saturday,9,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
36984,212024634,1402,,VANDALISM,D4,271,0,4/14/21 12:30,2021,4,Wednesday,12,,NORTHAMPTON ST,42.33523403,-71.07670603,"(42.3352340344479, -71.0767060290036)"
36988,212024630,3805,,M/V ACCIDENT - POLICE VEHICLE,D4,271,0,4/16/21 19:03,2021,4,Friday,19,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
36989,212024628,3301,,VERBAL DISPUTE,D4,271,0,4/16/21 18:31,2021,4,Friday,18,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
37059,212024523,3115,,INVESTIGATE PERSON,D4,271,0,4/16/21 11:46,2021,4,Friday,11,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
37156,212024403,3005,,SICK ASSIST,D4,172,0,4/15/21 16:14,2021,4,Thursday,16,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
37210,212024338,3006,,SICK/INJURED/MEDICAL - PERSON,D4,179,0,4/15/21 13:02,2021,4,Thursday,13,,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.333312848499, -71.0732293159856)"
37238,212024304,3018,,SICK/INJURED/MEDICAL - POLICE,D4,179,0,4/2/21 12:24,2021,4,Friday,12,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
37263,212024275,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,4/9/21 11:03,2021,4,Friday,11,,HARRISON AVE,42.33698515,-71.07258823,"(42.3369851520409, -71.0725882320579)"
37391,212024109,1832,,SICK ASSIST - DRUG RELATED ILLNESS,,270,0,4/14/21 15:26,2021,4,Wednesday,15,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
37415,212024082,3006,,SICK/INJURED/MEDICAL - PERSON,D4,271,0,4/14/21 13:48,2021,4,Wednesday,13,,E LENOX ST,42.33437384,-71.07793188,"(42.3343738410124, -71.0779318799532)"
37422,212024072,3115,,INVESTIGATE PERSON,D4,284,0,4/14/21 13:11,2021,4,Wednesday,13,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)"
37456,212024030,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/14/21 10:54,2021,4,Wednesday,10,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
37478,212024001,3005,,SICK ASSIST,D4,270,0,4/14/21 8:46,2021,4,Wednesday,8,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
37516,212023944,3115,,INVESTIGATE PERSON,D4,270,0,4/13/21 22:07,2021,4,Tuesday,22,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
37519,212023938,619,,LARCENY ALL OTHERS,D4,170,0,4/13/21 22:30,2021,4,Tuesday,22,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
37546,212023896,423,,ASSAULT - AGGRAVATED,C11,171,1,4/13/21 19:04,2021,4,Tuesday,19,,"40 GIBSON ST
DORCHESTER  MA 02122
UNITED STATES",42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)"
37588,212023840,613,,LARCENY SHOPLIFTING,D4,270,0,4/13/21 15:55,2021,4,Tuesday,15,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
37592,212023835,3801,,M/V ACCIDENT - OTHER,D4,148,0,4/13/21 16:14,2021,4,Tuesday,16,,"COLUMBUS AVE & GREENWICH PARK
BOSTON  MA 02118
UNI",42.342167,-71.07983797,"(42.3421670007847, -71.0798379740097)"
37619,212023799,3005,,SICK ASSIST,D4,273,0,4/13/21 1:43,2021,4,Tuesday,1,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
37632,212023782,3115,,INVESTIGATE PERSON,D4,157,0,4/13/21 11:52,2021,4,Tuesday,11,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)"
37638,212023774,3805,,M/V ACCIDENT - POLICE VEHICLE,D4, ,0,4/13/21 12:30,2021,4,Tuesday,12,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
37640,212023772,3005,,SICK ASSIST,D4,273,0,4/13/21 12:03,2021,4,Tuesday,12,,SHAWMUT AVE,42.33722764,-71.07821604,"(42.3372276382097, -71.0782160426838)"
37652,212023757,801,,ASSAULT - SIMPLE,D4,171,0,4/13/21 7:15,2021,4,Tuesday,7,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
37669,212023734,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/13/21 10:24,2021,4,Tuesday,10,,"FELLOWS ST & NORTHAMPTON ST
BOSTON  MA 02118
UNITE",42.333482,-71.07502298,"(42.3334819955573, -71.0750229847169)"
37683,212023715,3201,,PROPERTY - LOST/ MISSING,D4,171,0,4/13/21 9:26,2021,4,Tuesday,9,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
37694,212023701,3115,,INVESTIGATE PERSON,D4,172,0,4/13/21 7:14,2021,4,Tuesday,7,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
37700,212023693,3006,,SICK/INJURED/MEDICAL - PERSON,D4,147,0,4/13/21 0:43,2021,4,Tuesday,0,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)"
37816,212023519,3115,,INVESTIGATE PERSON,D4,147,0,4/12/21 11:37,2021,4,Monday,11,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
37878,212023436,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,147,0,4/11/21 22:50,2021,4,Sunday,22,,CLAREMONT PARK,42.34210486,-71.08118057,"(42.3421048634178, -71.081180565596)"
38041,212023216,1402,,VANDALISM,D4, ,1,4/11/21 2:51,2021,4,Sunday,2,,"FATHER FRANCIS GILDAY ST & E CONCORD ST
BOSTON  MA",42.33715303,-71.07402501,"(42.3371530334391, -71.0740250067547)"
38160,212023052,423,,ASSAULT - AGGRAVATED,D4, ,0,4/10/21 15:12,2021,4,Saturday,15,,"WASHINGTON ST & NORTHAMPTON ST
BOSTON  MA 02118
UN",42.33600002,-71.07766001,"(42.3360000236433, -71.0776600077562)"
38169,212023041,3006,,SICK/INJURED/MEDICAL - PERSON,D4,271,0,4/10/21 14:14,2021,4,Saturday,14,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
38206,212022993,1415,,GRAFFITI,D4,171,0,4/10/21 5:43,2021,4,Saturday,5,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
38243,212022946,3006,,SICK/INJURED/MEDICAL - PERSON,D4,597,0,4/9/21 22:44,2021,4,Friday,22,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)"
38270,212022909,2647,,THREATS TO DO BODILY HARM,D4,170,0,4/9/21 19:53,2021,4,Friday,19,,WASHINGTON ST,42.33677663,-71.07464452,"(42.336776633288, -71.0746445236263)"
38273,212022904,3301,,VERBAL DISPUTE,D4,594,0,4/9/21 18:49,2021,4,Friday,18,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)"
38284,212022893,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,271,0,4/9/21 19:05,2021,4,Friday,19,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)"
38288,212022887,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,156,0,4/7/21 14:00,2021,4,Wednesday,14,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
38311,212022856,801,,ASSAULT - SIMPLE,D4,156,0,4/9/21 16:13,2021,4,Friday,16,,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN",42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)"
38385,212022764,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,4/9/21 7:28,2021,4,Friday,7,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
38427,212022706,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,170,0,4/9/21 2:06,2021,4,Friday,2,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)"
38464,212022646,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,271,0,4/8/21 19:56,2021,4,Thursday,19,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
38466,212022643,619,,LARCENY ALL OTHERS,D4,271,0,2/14/21 12:00,2021,2,Sunday,12,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
38561,212022520,801,,ASSAULT - SIMPLE,D4,273,0,4/8/21 12:44,2021,4,Thursday,12,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
38601,212022464,2905,,VAL - VIOLATION OF AUTO LAW,D4,170,0,4/5/21 11:27,2021,4,Monday,11,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
38610,212022452,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4,147,0,4/8/21 3:15,2021,4,Thursday,3,,"COLUMBUS AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.34064797,-71.08174797,"(42.340647968512, -71.0817479739454)"
38621,212022438,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,170,0,4/8/21 0:33,2021,4,Thursday,0,,E NEWTON ST,42.33663269,-71.07484724,"(42.3366326869971, -71.0748472448538)"
38679,212022352,3115,,INVESTIGATE PERSON,D4,170,0,4/7/21 16:22,2021,4,Wednesday,16,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)"
38713,212022307,3301,,VERBAL DISPUTE,D4,270,0,4/7/21 13:13,2021,4,Wednesday,13,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)"
38723,212022293,3301,,VERBAL DISPUTE,D4,170,0,4/7/21 12:27,2021,4,Wednesday,12,,MASSACHUSETTS AVE,42.336955,-71.07747,"(42.3369550014342, -71.0774699961799)"
38742,212022272,3007,,SUDDEN DEATH,D4,179,0,4/7/21 11:06,2021,4,Wednesday,11,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
38818,212022168,3501,,MISSING PERSON,D4,273,0,4/6/21 21:43,2021,4,Tuesday,21,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)"
38883,212022086,3005,,SICK ASSIST,D4,172,0,4/6/21 17:15,2021,4,Tuesday,17,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
38894,212022072,520,,BURGLARY - RESIDENTIAL,D4,273,0,4/6/21 16:28,2021,4,Tuesday,16,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
38905,212022058,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/6/21 14:30,2021,4,Tuesday,14,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
38993,212021953,1402,,VANDALISM,D4, ,0,4/5/21 16:00,2021,4,Monday,16,,NORTHAMPTON ST,42.33487094,-71.07626631,"(42.3348709390923, -71.0762663094069)"
39019,212021919,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,271,0,4/5/21 15:00,2021,4,Monday,15,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
39098,212021809,3006,,SICK/INJURED/MEDICAL - PERSON,D4,147,0,4/5/21 16:47,2021,4,Monday,16,,MASSACHUSETTS AVE,42.34114797,-71.08246189,"(42.3411479669366, -71.0824618933261)"
39107,212021798,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/5/21 12:30,2021,4,Monday,12,,MASSACHUSETTS AVE & ALBANY ST,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)"
39155,212021737,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/5/21 12:15,2021,4,Monday,12,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
39214,212021663,3005,,SICK ASSIST,D4,271,0,4/4/21 23:11,2021,4,Sunday,23,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
39215,212021662,3006,,SICK/INJURED/MEDICAL - PERSON,D4,179,0,4/5/21 0:12,2021,4,Monday,0,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
39220,212021649,801,,ASSAULT - SIMPLE,C6,179,0,4/4/21 23:09,2021,4,Sunday,23,,DORCHESTER AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
39437,212021336,2613,,ANIMAL ABUSE,D4,270,0,4/3/21 13:45,2021,4,Saturday,13,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
39450,212021320,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4,155,0,4/3/21 14:24,2021,4,Saturday,14,,COLUMBUS AVE,42.341332,-71.0807435,"(42.3413320005477, -71.0807435012247)"
39455,212021315,1109,,FRAUD - WIRE,D4,270,0,4/3/21 13:33,2021,4,Saturday,13,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
39540,212021208,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,172,0,3/25/21 10:09,2021,3,Thursday,10,,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.3331118903074, -71.0727636993273)"
39643,212021076,619,,LARCENY ALL OTHERS,D4,147,0,4/2/21 12:31,2021,4,Friday,12,,CLAREMONT PARK,42.34210486,-71.08118057,"(42.3421048634178, -71.081180565596)"
39672,212021041,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D4,179,0,4/2/21 11:58,2021,4,Friday,11,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
39725,212020969,1402,,VANDALISM,D4,270,0,4/2/21 3:27,2021,4,Friday,3,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
39735,212020956,423,,ASSAULT - AGGRAVATED,D4,270,0,4/2/21 0:28,2021,4,Friday,0,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)"
39748,212020938,423,,ASSAULT - AGGRAVATED,E18,171,0,4/1/21 22:31,2021,4,Thursday,22,,CUMMINS HWY,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
39781,212020889,3301,,VERBAL DISPUTE,D4,273,0,4/1/21 18:42,2021,4,Thursday,18,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
39839,212020825,3005,,SICK ASSIST,D4,172,0,4/1/21 14:25,2021,4,Thursday,14,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)"
39842,212020822,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,4/1/21 14:05,2021,4,Thursday,14,,MASSACHUSETTS AVE,42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
39875,212020782,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,4/1/21 12:39,2021,4,Thursday,12,,"NORTHAMPTON ST & HARRISON AVE
ROXBURY  MA 02118
UN",42.33444896,-71.07574199,"(42.3344489567874, -71.0757419942735)"
39922,212020719,3114,,INVESTIGATE PROPERTY,D4,273,0,4/1/21 5:30,2021,4,Thursday,5,,TREMONT ST,42.33906064,-71.08069001,"(42.3390606393149, -71.0806900097293)"
39941,212020695,3005,,SICK ASSIST,D4,179,0,4/1/21 2:26,2021,4,Thursday,2,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
39956,212020679,801,,ASSAULT - SIMPLE,D4,171,0,3/31/21 22:11,2021,3,Wednesday,22,,"840 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)"
39963,212020667,724,,AUTO THEFT,D4,273,0,3/31/21 15:00,2021,3,Wednesday,15,,NORTHAMPTON ST,42.33798932,-71.08003746,"(42.3379893238422, -71.0800374587471)"
39965,212020665,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,3/31/21 20:19,2021,3,Wednesday,20,,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02119
UNI",42.33349602,-71.07338795,"(42.3334960161939, -71.073387954796)"
39971,212020657,3005,,SICK ASSIST,D4,273,0,3/31/21 19:59,2021,3,Wednesday,19,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)"
40003,212020610,801,,ASSAULT - SIMPLE,D4,273,0,3/31/21 17:05,2021,3,Wednesday,17,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)"
40012,212020600,3114,,INVESTIGATE PROPERTY,D4,271,0,3/31/21 14:27,2021,3,Wednesday,14,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)"
40039,212020566,3115,,INVESTIGATE PERSON,D4,270,0,3/31/21 14:11,2021,3,Wednesday,14,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)"
40131,212020450,801,,ASSAULT - SIMPLE,E13,171,0,3/31/21 2:29,2021,3,Wednesday,2,,"850 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)"
40138,212020440,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,179,0,3/30/21 20:45,2021,3,Tuesday,20,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)"
40148,212020423,520,,BURGLARY - RESIDENTIAL,D4,273,0,3/30/21 22:55,2021,3,Tuesday,22,,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.3368915011277, -71.0775509960834)"
40192,212020363,3115,,INVESTIGATE PERSON,D4,271,0,3/30/21 16:41,2021,3,Tuesday,16,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)"
40219,212020331,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,3/30/21 17:16,2021,3,Tuesday,17,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON  MA 02118
",42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)"
